Unnamed: 0,index,content,type,label,kn_id
5084,25116,22/7，π ，-√(3)，64^(1/3)，3.1416，0.3 中，无理数的个数是（ ）． 解析： 22/7， π， -√(3)，64^(1/3)，3.1416，0.3中，无理数的有π ，-√(3)，2个． 故选B．,普通题,无理数的定义,105
5085,24490,1/3{(x+3)^2}-9=0． 解析： 1/3{(x+3)^2}-9=0， 1/3{(x+3)^2}=9， {( x+3 )^2}=27， x+3=± 3√(3)， 解得{x_1}=-3-3√(3)，{x_2}=-3+3√(3)．,普通题,直接开平方法求一元二次方程的根,52
5086,20911,{x^2}-4x-5=0． 解析： (x-5)(x+1)=0， ∴{x_1}=5，{x_2}=-1．,普通题,因式分解法求一元二次方程的根,72
5087,44789,(2√(5)+5√(2))(2√(5)-5√(2))-{(√(5)-√(2))^2}． 解析： 原式={(2√(5))^2}-{(5√(2))^2}-[{(√(5))^2}-2√(5)× √(2)× {(√(2))^2}] =20-50-(5-2√(10)+2) =-30-5+2√(10)-2 =-37+2√(10)．,普通题,二次根式的四则混合运算,64
5088,53951,2( {x^2}y-3x )-3( {x^2}y-2x-1 )． 解析： 原式=2 * x^2y-6x-3 * x^2y+6x+3 =-{x^2}y+3．,普通题,整式加减,5
5089,41047,5x+1/3=1-2x-1/6． 解析： 5x+1/3=1-2x-1/6， 去分母得：2(5x+1)=6-(2x-1)， 去括号得：10x+2=6-2x+1， 移项得：10x+2x=6-2+1， 12x=5， x=5/12， ∴原方程的解是x=5/12．,普通题,常规一元一次方程解法,25
5090,28948,± √({(-16))^{2}}的值是（ ）． 解析： ± √({(-16))^{2}}=± √({16)^{2}}=± 16．,普通题,最简二次根式,126
5091,13353,求∠ BPD的大小． 解析： ∵ ∠ PAB=15°，∠ ABC=45° ， ∴ ∠ APC=15° +45° =60° ， ∵ 点C关于直线PA的对称点为D， ∴ PD=PC，AD=AC， ∴ △ ADP≌△ ACP， ∴ ∠ APC=∠ APD=60° ， ∴ ∠ BPD=180° -120° =60° ．,普通题,全等三角形的对应边与角,13
5092,10840,如图1，求证：BE=CD． 解析： △ ABC是等边三角形， ∴AB=BC，∠ ABC=∠ C=60° ， ∵∠ BDC+∠ AEC=180° ，∠ AEB+∠ AEC=180° ， ∴∠ AEB=∠ BDC， 在△ ABE和△ BCD中， 条件表达式：∠ ABE=∠ C \\ ∠ AEB=∠ BDC \\ AB=BC \\， ∴△ ABE≌△ BCD(AAS)， ∴BE=CD．,普通题,AAS,58
5093,41034,计算：1/2a * b^2* (-4 * a^2{b^4})=[blank]=8. 解析： 1/2a * b^2* (-4 * a^2{b^4})=1/2× (-4)* {a^3}{b^6}=-2 * a^3{b^6},普通题,同底数幂的乘法,120
5094,37909,∠ EBF= ° ． 解析： ∵AB=AC，∠ A=90° ， ∴∠ ABC=∠ C=45° ， ∵∠ EDB=1/2∠ C， ∴∠ EDB=22.5° ， ∵BE⊥ DE， ∴∠ EBD=67.5° ， ∴∠ EBF=67.5° -45° =22.5° ．,普通题,三角形内角和的应用,40
5095,33395,求方程组的解(用含m的代数式表示)． 解析： 解：条件表达式： x+y=m-9 ① \\ 3x-2y=8m-2 ② \\， 由①，得2x+2y=2m-18．③， 由②+③，得5x=10m-20，x=2m-4； 将x=2m-4代入①，得y=-m-5， ∴ 原方程组的解为条件表达式： x=2m-4 \\ y=-m-5 \\．,普通题,加减消元法解二元一次方程组,83
5096,35415,如果∠ A=70° ，求∠ BPC的度数． 解析： ∠ BPC=180° -∠ PBC-∠ PCB =180° -( 1/2∠ ABC+1/2∠ ACB ) =180° -1/2( 180° -∠ A ) =90° +1/2∠ A =90° +1/2× 70°  =125° ．,普通题,三角形内角和的应用,40
5097,11197,观察下列已有数的规律，在“（ ）”内填入恰当的数， 1，1，2，3，5，8，（ ），21，34，（ ），89，*s  解析： 我们观察发现：1+1=2，1+2=3，2+3=5，3+5=8，*s  也就是说，从第3个数开始，每一个数是其前2个数的和， 所以8后面的数是13，34后面的数是55．,普通题,数列找规律-其他数列规律,45
5098,22428,-{2^5}-{(-1)^4}× {(-3)^3}+(-{3^3})× (-3)． 解析： 原式=-32+27+81 =76．,普通题,有理数乘方运算,6
5099,44016,如图所示，在等腰Rt△ ABC中，∠ ACB=90° ，AC=BC=1，且AC边在直线a上，将△ ABC绕点A顺时针旋转到位置①，可得到点{P_1}，此时A{P_1}=√(2)；将位置①的三角形绕点{P_1}顺时针旋转到位置②，可得到点{P_2}，此时A{P_2}=1+√(2)；将位置②的三角形绕点{P_2}顺时针旋转到位置③，可得到点{P_3}，此时A{P_3}=2+√(2)；*s ．按此规律继续旋转，直至得到点{P_2020}为止，则A{P_2020}= ． 解析： A{P_1}=0+√(2)，A{P_2}=1+√(2)，A{P_3}=2+√(2)； A{P_4}=2+2√(2)，A{P_5}=3+2√(2)，A{P_6}=4+2√(2)； A{P_7}=4+3√(2)，A{P_8}=5+3√(2)，A{P_9}=6+3√(2)． ∵2019=3× 673， ∴A{P_2019}=(2019-673)+673√(2)=1346+673√(2)， ∴A{P_2020}=1346+673√(2)+√(2)=1346+674√(2)．,普通题,数列找规律-具有周期规律的数列,151
5100,35399,(-3)× 3的结果是（ ）． 解析： 原式=-3× 3=-9．,普通题,有理数乘法运算,137
5101,39708,12-(-7)-15． 解析： 原式=12+7-15 =19-15 =4．,普通题,有理数加减混合运算,102
5102,27879,下列各式中，不正确的是（ ）． 解析： |-5|=5>0与题干矛盾，其余选项都是正确的， 故选D．,普通题,有理数比较大小-利用有理数正负性,61
5103,5496,在实数-π /3，-1/27^(1/3)，√(7)，0.3030030003，-22/7，-3.14中，无理数的个数是（ ）． 解析： 无理数有:-π /3，√(7)共有2个． 故选A.,普通题,无理数的定义,105
5104,36838,求证：CG为⊙O的切线. 解析： 连接OE，证OE⊥ CG即可．,普通题,切线的判定定理,114
5105,9853,计算：√(3)( 2√(3)+√(27) )． 解析： √(3)( 2√(3)+√(27) ) =2× 3+3√(3)× √(3) =6+3× 3 =15．,普通题,二次根式的四则混合运算,64
5106,41361,{(x+3)^2}-x(x-1)，其中x=-2． 解析： {(x+3)^2}-x(x-1) ={x^2}+6x+9-{x^2}+x =7x+9． 把x=-2代入原式=7x+9=7× (-2)+9=-5．,普通题,整式乘除化简求值-直接代入化简求值,71
5107,54229,设白色的正六边形x块， 则黑色的正五边形的皮有 块； 白色的正六边形共有 条边； 黑色的正五边形共有 条边．（用含x的代数式表示） 解析： 当a=24时， 设白色的正六边形x块， 则黑色的正五边形的皮有(24-x)块； 白色的正六边形共有6x条边； 黑色的正五边形共有5(24-x)条边．,普通题,列代数式,16
5108,45447,在平面直角坐标系中，若将三角形上各点的纵坐标都减去3，横坐标保持不变，则所得图形在原图形基础上（ ）． 解析： ∵将三角形上各点的纵坐标都减去3，横坐标保持不变， ∴所得图形在原图形基础上向下平移了3个单位． 故选B．,普通题,坐标系中的平移-图形的平移,28
5109,48287,太阳的半径大约是696000千米，696000用科学记数法可表示为（ ）． 解析： 科学计数法将大数写成a× 10^n形式，1<= a<}10， ∴696000=6.96× 10^{5． 故选D．,普通题,科学记数法：表示较大的数,56
5110,12324,如图，A、B、C是⊙O上三点，∠ ACB=30° ，则∠ BAO的度数是 度． 解析： 连接OB， ∵∠ ACB=30° ， ∴∠ AOB=2∠ ACB=60° ， ∵OA=OB， ∴∠ BAO=∠ ABO=(180° -60° )/ 2=60° ．,普通题,圆周角定理以及应用,63
5111,16875,如图，AB是⊙O的直径，CD是⊙O的切线，切点为C，CD与AB的延长线相交于点D，若∠ CAD=20° ，则∠ D= ° ． 解析： 连接OC， ∴OA=OC， ∵CD是⊙O的切线， ∴∠ OCD=90° ， ∴∠ D=180° -∠ A-∠ ACO-∠ OCD=180° -20° -20° -90° =50° ． 故答案为：50．,普通题,切线的性质定理,66
5112,2830,m^3-16m． 解析： m^3-16m =m(m^2-16) =m(m+4)(m-4)．,普通题,提公因式+平方差,46
5113,26548,在图③中，若AP和CP分别是∠ DAB和∠ BCD的平分线，∠ D=42° ，∠ B=34° ，则∠ P的大小为 度． 解析： ∵∠ D=42° ，∠ B=34° ， ∴∠ OAD+42° =∠ OCB+34° ， ∴∠ OAD-∠ OCB=-8° ， ∵AP和CP分别是∠ DAB和∠ BCD的角平分线， ∴∠ DAM=1/2∠ OAD， ∠ PCM=1/2∠ OCB， 又∵∠ DAM+∠ D=∠ PCM+∠ P， ∴∠ P=∠ DAM+∠ D-∠ PCM =1/2(∠ OAD-∠ OCB)+∠ D =1/2× (-8° )+42°  =38° ． 故答案为：38．,普通题,三角形内角和的应用,40
5114,46680,"求l_1的解析式． 解析： 设l_1的解析式为y=kx+b， ∵点A(2,0)、B(0,3)在直线l_1上， ∴条件表达式： 0=2k+b \\ b=3 \\ ，解得：条件表达式： k=- 3/2\\ b=3 \\ ， ∴l_1的解析式为 y=- 3/2x+3．",普通题,已知两点求一次函数解析式,107
5115,4791,2019年10月1日庆祝建国70周年阅兵在首都北京隆重举行，本次阅兵约15000人参加，这是我国近几次阅兵中规模最大的一次，将数据15000用科学记数法表示为（ ）． 解析： 将数据15000用科学记数法表示为1.5× {10^4}． 故选C.,普通题,科学记数法：表示较大的数,56
5116,48429,"若点A( a+1,b-2 ) 在第二象限，则点B( 1-b,-a ) 在（ ）． 解析： ∵A( a+1,b-2 ) 在第二象限， ∴条件表达式：a+1<}0 \\ b-2>0 \\  ， 解得条件表达式：a<{-1 \\ b>2 \\  ， ∴1-b<}0 ， -a>0 ， ∴B( 1-b,-a ) 在第二象限， 选{B．",普通题,象限内坐标的特征,44
5117,50231,解方程：3(x-7)^2=2(7-x)． 解析： 移项，得： 3(x-7)^2+2(x-7)=0， 原方程可变形为：(x-7)[3(x-7)+2]=0， ∴x-7=0或3(x-7)+2=0， 解得x_1= 7，x_2= 19/3．,普通题,因式分解法求一元二次方程的根,72
5118,36633,某粮店出售的某种品牌的面粉袋上，标有质量为(25± 0.2)的字样，从中任意拿出两袋，它们的质量最多相差 kg． 解析： 根据题意得：标有质量为(25± 0.2)的字样， ∴最大为25+0.2=25.2，最小为25-0.2=24.8， 二者之间差0.4．,普通题,有理数加减法与实际问题,57
5119,23758,若要使矩形猪圈的面积为300{{m}^2}，则垂直于墙的一边长AB为多少米？ 解析： 设垂直于墙的一边长AB为x米， 则AD=BC=50-2x， ∵矩形猪圈的面积为300{{m}^2}， ∴x( 50-2x )=300， ∴{x^2}-25x+150=0， ∴{x_1}=15，{x_2}=10， ∵50-2x<= 25， ∴x>= 12.5， ∴x=10舍去， ∴x=15， ∴AB=15米， 故垂直于墙的一边长AB为15米． 故答案为：15米．,普通题,一元二次方程的几何问题,124
5120,24770,下列四种说法：①0是整数；②0是自然数；③0是偶数；④0是非负数．其中正确的有（ ）． 解析： ①0是整数，故①正确； ②0是自然数，故②正确； ③0是偶数，故③正确； ④0是非负数，故④正确， 故正确的是①②③④，有4个． 故选A．,普通题,有理数的分类,128
5121,3876,如图，边长为6的等边三角形ABC中，AD⊥ BC，E是AD上的一个动点，连接CE，将线段CE绕点C顺时针旋转60° 得到CF，连接EF，则△ CEF面积的最大值与最小值之比为 ． 解析： ∵等边三角形ABC中，AD⊥ BC， ∴∠ CAD=30° ， ∴AC=2CD， ∵E是AD上的一个动点，连接CE，将线段CE绕点C顺时针旋转60° 得到CF，连接EF， ∴点E与A重合时，△ CEF面积最大；点E与D重合时，△ CEF面积最小． ∵CE=CF，∠ ECF=60° ， ∴△ CEF是等边三角形， 而所有的等边三角形都相似， ∴△ CEF面积的最大值与最小值之比={( AC:CD )^2}=4:1． 故答案为：4:1．,普通题,等边三角形的性质,76
5122,49587,(5 * a^2-3b)-3({a^2}-2b)． 解析： (5 * a^2-3b)-3({a^2}-2b) =5 * a^2-3b-3 * a^2+6b =2 * a^2+3b．,普通题,整式加减,5
5123,4650,"若点P( x,y )的坐标满足xy=0，则点P的位置是（ ）． 解析： 因为xy=0，所以x、y中至少有一个是0； 当x=0时，点在y轴上； 当y=0时，点在x轴上． 当x=0，y=0时是坐标原点． 所以点P的位置是在x轴上或在y轴上． 故选：D．",普通题,象限内坐标的特征,44
5124,36440,"求此二次函数的解析式及顶点坐标． 解析： 根据题意得：条件表达式： 1+b+c=0 \\ c=-3 ， 解得：b=2，c=-3， ∴二次函数的解析式为y={x^2}+2x-3， ∵y={x^2}+2x-3={( x+1 )^2}-4 ∴顶点坐标( -1,-4 )．",普通题,二次函数一般式,23
5125,51660,{x^2}-4x=0． 解析： {x^2}-4x=0， x(x-4)=0， ∴x=0或x-4=0， ∴x_1=0，x_2=4．,普通题,因式分解法求一元二次方程的根,72
5126,15571,在二次根式√(a+1)中，字母a的取值范围是（ ）． 解析： ∵二次根式√(a+1)， ∴a+1>= 0， ∴a>= -1． 故选B．,普通题,二次根式有意义的条件,154
5127,44465,如图所示，已知∠ 1=∠ 2，∠ BAC=70° ，求∠ DEF的度数． 解析： ∵∠ BAC=70° ， ∴∠ 1+∠ EAC=70° ． 又∵∠ 1=∠ 2， ∴∠ DEF=∠ 2+∠ EAC=∠ 1+∠ EAC=70° ．,普通题,三角形内角和的应用,40
5128,3641,式子“1+2+*s +100”表示从1开始的100个连续自然数的和，为了简便将其表示为\sum\limits_n=1^100n，这里“\sum{}”是求和符号，如\sum\limits_n=1^4{{n^2}}={1^2}+{2^2}+{3^2}+{4^2}=30，通过以上材料，计算\sum\limits_n=1^20191/n( n+1 )= ． 解析： 1/n( n+1 )=1/n-1/n+1， 则2019\sumn=11/n( n+1 ) =1/1× 2+1/2× 3+1/3× 4+*s +1/2019× 2020 =1-1/2+1/2-1/3+1/3-1/4+*s +1/2019-1/2020 =1-1/2020 =2019/2020． 故答案为：2019/2020．,普通题,定义新运算,139
5129,10046,小华同学说：“我在这次比赛中得到了7分，这在我所在的小队成绩中属于中等偏上的位置！”观察（1）中的表格，小华是 队的学生．（填“甲”或“乙”） 解析： ∵甲的中位数为6，而乙的中位数为7，如果成绩属于中等偏上的位置，则应该为甲组．,普通题,中位数,110
5130,34015,目前有46.4吨货运需要运输，货运公司拟安排大小货车共10辆，全部货物一次运完．其中每辆大货车一次运货花费500元，每辆小货车一次运货花费300元，请问货运公司应如何安排车辆最节省费用． 解析： 设货运公司安排大货车m辆，则小货车需要安排(10-m)辆 根据题意可得5m+3.5(10-m)>= 46.4． 1.5m>= 11.4， m>= 7.6． ∵m为正整数， ∴m可以取8，9，10， 当m=8时，该货运公司需花费500× 8+300× 2=4600元， 当m=9时，该货运公司需花费500× 9+300=4800元， 当m=10时，该货运公司需花费500× 10=5000元， ∴当m=8时花费最少． ∴该货运公司安排大货车8辆，小货车2辆时花费最少．,普通题,不等式组的方案选择问题,39
5131,34113,如图是圆桌正上方的灯泡O发出的光线照射桌面后，在地面上形成阴影(圆形)的示意图．已知桌面的直径为1.2m，桌面距离地面1m，若灯泡O距离地面3m，则地面上阴影部分的面积为 {{m}^2}． 解析： 如图设C，D分别是桌面和其地面影子的圆心，CB//AD， ∴△ OBC\backsim △ OAD， ∴CB/AD=OC/CD，而OD=3，CD=1， ∴OC=OD-CD=3-1=2， BC=1/2× 1.2=0.6， ∴0.6/AD=2/3， ∴AD=0.9{S_⊙ D}=π × {0.9^2}=0.81 π {{m}^2}， 这样地面上阴影部分的面积为0.81 π {{m}^2}．,普通题,相似三角形与实际问题,138
5132,37949,二次根式：√(5x^3)，√(14)，√( x/2)，√(12a)中最简二次根式的个数是（ ）． 解析： 只有√(14)不能进一步化简，是最简根式， 故选A．,普通题,最简二次根式,126
5133,1332,2/3+( 5/6+2.8+1/3 )-( 24/5+5/6 )． 解析： 2/3+( 5/6+2.8+1/3 )-( 24/5+5/6 ) =1．,普通题,有理数加减混合运算,102
5134,2006,计算：12× ( 1/4-1/2+1/6-1/3 )． 解析： 12× ( 1/4-1/2+1/6-1/3 ) =3-6+2-4 =-5．,普通题,有理数乘法运算,137
5135,4282,"(1)求证：BD 是⊙ O 的切线． 解析： (1)证明：∵ ∠ ODB=∠ AEC,∠ AEC=∠ ABC, ∴ ∠ ODB=∠ ABC，∵ OF⊥ BC，∴ ∠ BFD=90°，∴ ∠ ODB+∠ DBF=90° ，∴ ∠ ABC+∠ DBF=90°． 即∠ OBD=90°, ∴ BD⊥ OB ， ∴ BD 是⊙ O 的切线．",普通题,切线的性质定理,66
5136,54846,√(32)+3√(1/2)-√(2)． 解析： 原式=4√(2)+3√(2)/2-√(2)=9√(2)/2．,普通题,二次根式的加减以及混合运算,41
5137,57494,对于“相异数”n，若F( n )=6，请你写出一个n的值． 解析： 解：∵ F( n )=6， ∴ n=123． 若a，b都是“相异数”，其中a=100x+12，b=350+y(1<= x<= 9，1<= y<= 9，x，y都是正整数)，规定：k=F( a )/F( b )，当F( a )+F( b )=18时，求k的最小值． 解析： 解：∵ F( a )=x+1+2=x+3，F( b )=3+5+y=8+y且F( a )+F( b )=18， ∴ x+3+8+y=18， ∴ x+y=7． ∵ x，y是正整数 ∴ 条件表达式： x=1 \\ y=6 \\，条件表达式： x=2 \\ y=5 \\，条件表达式： x=3 \\ y=4 \\，条件表达式： x=4 \\ y=3 \\，条件表达式： x=5 \\ y=2 \\，条件表达式： x=6 \\ y=1 \\ ∵ a，b是相异数， ∴ x≠ 1，x≠ 2，y≠ 3，y≠ 5 ∴ 条件表达式： x=3 \\ y=4 \\，条件表达式： x=5 \\ y=2 \\，条件表达式： x=6 \\ y=1 \\ ∴ k=F( a )/F( b )=1/2或4/5或1 ∴ k的最小值为1/2．,复合题,定义新运算,139
5138,30007,2x-1/3-3x-1/2>= 1． 解析： 2x-1/3-3x-1/2>= 1， 4x-2-9+3>= 6， -5x>= 5， x<= -1， ∴原不等式的解集为：x<= -1．,普通题,解一元一次不等式,68
5139,23039,√(1-16/25)． 解析： 原式=√(9/25)=3/5．,普通题,二次根式的加减以及混合运算,41
5140,28022,九年级（I）班参加体育测试的学生有 人； 解析： 总人数=A等人数÷A等的比例=15/ 30%=50人；,普通题,统计综合,48
5141,5365,计算：{(-2)^-}^2-|-3|= ． 解析： 原式=1/4-3 =-11/4．,普通题,有理数乘方运算,6
5142,30787,整理、描述数据 按如下分数段整理、描述这两组样本数据． (说明：成绩80分及以上为优秀，70\sim 79分为良好，60\sim 69分为合格，60分以下为不合格) 解析： 按如下分数段整理、描述这两组样本数据：,普通题,统计综合,48
5143,11918,在1，0，2，-3这4个数中，最大的数是( ) 解析： 解：-3 < 0 < 1 < 2， 故选：C．,普通题,有理数比较大小-利用有理数正负性,61
5144,19326,"将正整数按右表所示的规律排列，并把排在左起第m列，上起第n行的数记为{a_mn}，当m=10，n=12 时，{a_mn}的值为（ ）． 解析： n为偶数时，{a_\ln }={n^2}，按“”排列， n为奇数时，{a_\ln }={(n-1)^2}+1，按“”排序， 由{a_1,12}={12^2}=144， {a_10,12}={a_112}-10+1=135．",普通题,数列找规律-其他数列规律,45
5145,11666,"在平面直角坐标系中，第四象限内的点P到x轴的距离是3，到y轴的距离是2，已知PQ平行于x轴且PQ=4，则点Q的坐标是（ ）． 解析： 点P到x轴的距离是3，则点P的纵坐标为± 3， 点P到y轴的距离是2，则点P的横坐标为± 2， 由于点P在第四象限，故P坐标为(2,-3)． ∵线段PQ//x轴且PQ=4， ∴点Q的坐标是(-2,-3)或(6,-3)． 故选A．",普通题,坐标与距离,30
5146,20311,若AD=2，BD=4，求△ ABC的面积． 解析： 如图②，过点A作AH⊥ CD于H， ∴DH=EH， 在Rt△ ADH中，∠ ADE={30^° }}，AD=2， ∴AH=1， ∴DH=EH=√(3)， 由①知，△ ADB≌△ AEC， ∴CE=BD=4， ∴CH=CE+EH=4+√(3)， 在Rt△ ACH中，A * C^2=A * H^2+C * H^2=20+8√(3)， 由（1）得，{S_△ ABC}=√(3)/4A * C^2=√(3)/4× (20+8√(3))=5√(3)+6．,普通题,解直角三角形的综合应用,37
5147,20446,下列二次三项式是完全平方式的是（ ）． 解析： 4 * x^2-8x+4={( 2x-2 )^2}，故\rm A项是完全平方式， \rm B，\rm C，\rm D三项都没法化成完全平方的形式， 故选：A．,普通题,完全平方公式的计算-不含分式,19
5148,36581,{x^2}+10x=-9． 解析： {x^2}+10x+25=-9+25 {(x+5)^2}=16， x+5=4或x+5=-4， 解得：{x_1}=-1，{x_2}=-9．,普通题,配方法求一元二次方程的根,74
5149,25002,某工厂为了降低生产成本进行技术革新，已知2017年的生产成本为a万元，以后每年的生产成本的平均降低率为x，则预计2019年的生产成本为（ ）． 解析： 每年的生产成本的平均降低率为x， 根据题意得：a{( 1-x )^2}． 故选：B．,普通题,一元二次方程的增长率问题,90
5150,25514,将二次函数y={x^2}的图象向左平移1个单位长度得到y= ；将二次函数y=-1/2{( x-1 )^2}的图象向右平移2个单位长度得到y= ． 解析： 向左平移1个单位长度，自变量x变为( x+1 )， 即y={( x+1 )^2}，向右平移2个单位长度， 自变量x变为( x-2 )，即y=-1/2{( x-3 )^2}．,普通题,二次函数平移变换,84
5151,13799,元旦期间，小明到某服装超市发现：一件运动衣按原价的八折出售时，售价是40元，则原价为 元． 解析： 设原价为x元，则：x× 0.8=40，解得：x=50（元）． 故答案为：50.,普通题,一元一次方程的经济问题-打折,92
5152,52992,如图，在△ ABC中，∠ ACB=90° ，BE平分∠ ABC，DE⊥ AB于D，如果AC=3cm，那么AE+DE等于 ． 解析： ∵ BE平分∠ ABC，EC⊥ BC，ED⊥ AC， ∴ ED=EC（角平分线上点到这个角两边的距离相等） ∴ AE+ED=AE+EC=1C=3(cm),普通题,角分线性质定理,22
5153,30698,已知有理数x，y满足|4x-4y+1|+{y^2}-y+1/4=0，求(y+x)/ {x^2}的值. 解析： 根据非负性得：x=1/4，y=1/2，所以(y+x)/ {x^2}=12.,普通题,绝对值的非负性,9
5154,46941,如图：a//b//c，直线l与a，b，c相交，那么与∠ a相等的角（除α 外）有（ ）． 解析： ∵a//b//c， ∴∠ 1=∠ α ，∠ 1=∠ 3，∠ 3=∠ 4， ∠ 5=∠ α ，∠ 4=∠ α ， ∵∠ 1=∠ 2， ∴∠ α =∠ 1=∠ 2=∠ 3=∠ 4=∠ 5． 故选D．,普通题,平行线的性质,1
5155,18259,直接写出计算结果．2^③= ，( -1/2 )^⑤= ； 解析： 2^③=2/ 2/ 2 =2× 1/2× 1/2 =1/2， ( -1/2 )^⑤=( -1/2 )/ ( -1/2 )/ ( -1/2 )/ ( -1/2 )/ ( -1/2 ) =1/2× (-2)× (-2)× (-2)× (-2) =-8． 故答案为：1/2，-8．,普通题,定义新运算,139
5156,26467,已知分式( x-8 )( x+1 )/|x|-1的值为0，求x的值． 解析： x=8．,普通题,分式有意义的条件,87
5157,33035,将一块正方形铁皮的四角各剪去一个边长是3cm的小正方形，做成一个无盖的盒子，已知盒子的容积是300c{{m}^3}，设原铁皮的边长是xcm，则列方程是 ． 解析： 正方形铁皮的边长应是x厘米，则没有盖的长方体盒子的长、宽为( x-3× 2 )厘米，高为3厘米，根据题意列方程得， ( x-3× 2 )( x-3× 2 )× 3=300，即3{( x-6 )^2}=300． 故答案是：3{( x-6 )^2}=300．,普通题,一元二次方程的几何问题,124
5158,52486,如图，矩形ABCD的顶点A、C分别在直线a、b上，且a与b平行，∠ 2=58° ，则∠ 1的度数为 ° ． 解析： 延长AB交直线b于点E， ∵AB//CD， ∴∠ 2=∠ AEC=58° ， ∵a//b， ∴∠ AEC=∠ 1=58° ．,普通题,平行线的性质,1
5159,49943,计算：-8× {( -1/2 )^3}+( 3/4+1/6-5/8 )/ ( -1/24 )． 解析： 原式=-8× ( -1/8 )+( 3/4+1/6-5/8 )× (-24) =1+3/4× (-24)+1/6× (-24)-5/8× (-24) =1+(-18)+(-4)+16 =-6．,普通题,含乘方的有理数混合运算,47
5160,24923,先化简，再求值：{( {{a^2}b+2ab^2 )}}/ b+{( a-b )^2}，其中a=-1，b=-2． 解析： {( {{a^2}b+2ab^2 )}}/ b+{( a-b )^2} ={a^2}+2ab+({a^2}-2ab+{b^2}) ={a^2}+2ab+{a^2}-2ab+{b^2} =2 * a^2+{b^2}， 当a=-1，b=-2时， 原式=2× {( -1 )^2}+{(-2)^2}=2+4=6．,普通题,整式乘除化简求值-直接代入化简求值,71
5161,21042,下列是用火柴棒拼出的一列图形： 请仔细观察，找出规律，求第n个图形中共有 根火柴（用含n的式子表示）． 解析： 当n=1时，火柴的根数是4×1+1=5根， 当n=2时，火柴的根数是4×2+1=9根， 当n=3时，火柴的根数是4×3+1=13根， 当n=4时，火柴的根数是4×4+1=17根， 所以第n个图形中火柴有4n+1根． 故答案为：4n+1．,普通题,数列找规律-图形类的等差数列,135
5162,54722,一个几何体，是由许多规格相同的小正方体堆积而成的，其主视图、左视图如下图所示，要摆成这样的图形，最少需用 块小正方体，最多需用 块小正方体． 解析： 先画出俯视图，用俯视图作为基准，用主视图和左视图定个数，最多和最少分别为,普通题,三视图的计数,116
5163,18645,小刚从山脚A出发沿坡角为60° 的山坡向上走了300米到达B点，则小刚上升了（ ）． 解析： 在Rt△ AOB中，∠ AOB=90° ，AB=300米，（如图所示） ∴∠ A=60° ， ∴BO=AB* \sin 60°  =300× √(3)/2 =150√(3)（米）． 故答案为：C．,普通题,坡度,146
5164,12797,直接写出关于x的不等式-1/2x+6>1/2x的解集． 解析： 由题意得，关于x的不等式-1/2x+6>1/2x， 即：直线l_1在l_2上方的部分，对应的x的取值范围， ∴解集为：x < 6．,普通题,一次函数与一元一次不等式,59
5165,31036,{x^2}-4=0． 解析： {x^2}-4=0， {x^2}=4， x=± 2．,普通题,直接开平方法求一元二次方程的根,52
5166,57352,2\sin30° +4\cos30° * tan60° -\cos^2 45° ． 解析： 原式=2 × 1/2+4 ×  √(3)/2 × √(3)-(  √(2)/2)^2 =1+6- 1/2=6.5． 2\cos30° -|1-tan60° |+tan45° * \sin45°． 解析： 原式=2 ×  √(3)/2- √(3)+1+1 ×  √(2)/2 = √(3)- √(3)+1+  √(2)/2 = 2+ √(2)/2．,复合题,含锐角三角函数的实数运算,62
5167,12302,"在BD上找一点F（不与B点重合）使得△ ABF和△ ABC面积相等，求点F的坐标． 解析： 设F(a,a-6)， ∵DE: y=- 1/2x+3， ∴C(0,3)， ∴ S_△ ABF= 1/2* AD *\left|y_F-y_B\right|， = 1/2× 9× \left| a-6+6\right|， = 9/2\left| a\right|， ∵ S_△ ABC= 1/2BC * OA= 1/2× 9× 3= 27/2， ∴9/2\left| a\right|= 27/2， ∴\left| a\right|=3， ∴a=3或a=-3， ∴F_1(3,-3)，F_2(-3,-9)．",普通题,一次函数与二元一次方程组,132
5168,24828,y=1/1-√(x)． 解析： ∵x>= 0且，∴x>= 0且，即x>= 0且x≠ 1．,普通题,函数自变量的取值范围,98
5169,52569,"将△ ABC向下平移5个单位长度，画出平移后的△{A_1}{B_1}{C_1}，并写出点A的对应点{A_1}的坐标； 解析： 如图：点A的对应点{A_1}的坐标为( 4,-1 )．",普通题,坐标系中的平移-图形的平移,28
5170,54641,空气质量指数（简称为AQI）是定量描述空气质量状况的指数，它的类别如下表所示． AQI数据 050 51100 101150 151200 201300 301以上 AQI类别 优 良 轻度污染 中度污染 重度污染 严重污染 某同学查阅资料，制作了近五年1月份北京市AQI各类别天数的统计图如下图所示． 根据以上信息，下列推断不合理的是（ ）． 解析： ①AQI为“优”最多的天数是14天，对应为2018年1月，故A对． ② AQI 2014 2015 2016 2017 2018 050 6 4 12 8 14 51100 7 10 10 9 12 0100 13 14 22 17 26 AQI在0100之间天数最少的为2014年1月，故B对． ③观察折线图，类别为“优”的波动最大，故①对． ④2018年1月的AQI在“中度污染”的天数为1天，其他天AQI均在“中度污染”之上，因此D推断不合理．,普通题,统计综合,48
5171,24511,{( √(3)+2 )^2017}{( √(3)-2 )^2018}． 解析： 2-√(3)．,普通题,二次根式的四则混合运算,64
